CHROM	BIN_START	N_SNPS	TajimaD
chr6	3700000	492	-1.39211
chr6	3750000	318	-1.4771
chr6	3800000	220	-1.23502
chr6	3850000	153	-1.21168
chr6	3900000	354	-1.30977
chr6	3950000	257	-1.20229
chr6	4000000	280	-1.19706
chr6	4050000	178	-1.50258
chr6	4100000	453	-1.54644
chr6	4150000	374	-1.31713
chr6	4200000	231	-1.33154
chr6	4250000	236	-1.33023
chr6	4300000	301	-1.23457
chr6	4350000	441	-1.42454
chr6	4400000	84	-1.36382
chr6	4450000	184	-1.45641
chr6	4500000	196	-1.07369
chr6	4550000	258	-1.24195
chr6	4600000	169	-1.53744
chr6	4650000	177	-1.17742
chr6	4700000	186	-1.31289
chr6	4750000	287	-1.15685
chr6	4800000	153	-1.34421
chr6	4850000	182	-1.57637
chr6	4900000	483	-1.4619
chr6	4950000	420	-1.28746
chr6	5000000	289	-1.18475
chr6	5050000	183	-1.32748
chr6	5100000	279	-1.445
chr6	5150000	207	-1.13747
chr6	5200000	170	-1.50316
chr6	5250000	229	-1.35521
chr6	5300000	214	-1.19233
chr6	5350000	259	-1.38478
chr6	5400000	403	-1.39432
chr6	5450000	366	-1.35746
chr6	5500000	188	-1.79512
chr6	5550000	209	-1.23959
chr6	5600000	206	-1.45648
chr6	5650000	248	-1.34262
chr6	5700000	166	-0.403255
chr6	5750000	300	-0.913298
chr6	5800000	273	-1.40139
chr6	5850000	171	-0.707094
chr6	5900000	170	-1.38789
chr6	5950000	274	-0.998582
chr6	6000000	250	-1.11894
chr6	6050000	150	-1.38981
chr6	6100000	159	-1.39385
chr6	6150000	270	-1.46808
chr6	6200000	99	-0.742636
chr6	6250000	213	-0.840506
chr6	6300000	274	0.774871
chr6	6350000	423	2.94299
chr6	6400000	124	-1.25858
chr6	6450000	281	-1.30363
chr6	6500000	351	-1.44712
chr6	6550000	169	-1.37733
chr6	6600000	148	-0.505596
chr6	6650000	302	-1.24219
chr6	6700000	135	-1.21446
chr6	6750000	137	-0.997835
chr6	6800000	316	-1.03308
chr6	6850000	255	-1.4351
chr6	6900000	241	-1.41463
chr6	6950000	169	-1.28991
chr6	7000000	153	-1.3419
chr6	7050000	74	-1.69163
chr6	7100000	49	-1.79721
chr6	7150000	290	-1.38788
chr6	7200000	258	-1.61207
chr6	7250000	244	-1.44645
chr6	7300000	172	-1.38169
chr6	7350000	146	-1.4268
chr6	7400000	241	2.12031
chr6	7450000	402	1.79852
chr6	7500000	195	-0.181617
chr6	7550000	328	-1.15719
chr6	7600000	127	-1.33687
chr6	7650000	301	-1.26582
chr6	7700000	152	-1.45711
chr6	7750000	214	-1.49514
chr6	7800000	525	-1.23147
chr6	7850000	323	-1.14982
chr6	7900000	458	-1.43467
chr6	7950000	247	-1.34909
chr6	8000000	221	-1.32402
chr6	8050000	277	-1.27197
chr6	8100000	228	-1.1114
chr6	8150000	261	-0.38835
chr6	8200000	363	-1.16442
chr6	8250000	471	-1.51899
chr6	8300000	371	-1.4474
chr6	8350000	313	-1.17462
chr6	8400000	485	-1.20813
chr6	8450000	315	-1.47319
chr6	8500000	253	-1.30181
chr6	8550000	207	-1.16955
chr6	8600000	242	-0.5863
chr6	8650000	397	-1.00271
chr6	8700000	307	-1.52392
chr6	8750000	294	-1.31955
chr6	8800000	296	-1.39357
chr6	8850000	234	-1.29109
chr6	8900000	215	-1.34589
chr6	8950000	346	-1.26051
chr6	9000000	246	-1.2063
chr6	9050000	187	-1.34206
chr6	9100000	140	-1.12931
chr6	9150000	201	-1.40503
chr6	9200000	413	-1.34943
chr6	9250000	314	-1.2075
chr6	9300000	110	-1.23134
chr6	9350000	140	-1.32044
chr6	9400000	123	-1.32534
chr6	9450000	116	-0.989262
chr6	9500000	201	-1.35023
chr6	9550000	242	-1.22904
chr6	9600000	325	-1.18057
chr6	9650000	297	-1.22859
chr6	9700000	152	-1.16369
chr6	9750000	193	-1.06044
chr6	9800000	151	-1.24958
chr6	9850000	273	-1.39011
chr6	9900000	302	-0.912354
chr6	9950000	620	-1.37021
chr6	10000000	494	-1.37547
chr6	10050000	250	-0.893163
chr6	10100000	137	-1.11392
chr6	10150000	259	-1.39382
chr6	10200000	145	-1.56614
chr6	10250000	216	-1.25594
chr6	10300000	189	-1.57741
chr6	10350000	149	-1.35911
chr6	10400000	136	-1.4341
chr6	10450000	198	-1.30417
chr6	10500000	231	-1.22757
chr6	10550000	262	-1.54673
chr6	10600000	224	-1.69477
chr6	10650000	284	-1.67963
chr6	10700000	244	-1.29102
chr6	10750000	214	-1.2912
chr6	10800000	392	-1.47631
chr6	10850000	191	-1.35937
chr6	10900000	298	-1.08227
chr6	10950000	176	-1.46172
chr6	11000000	329	-1.30983
chr6	11050000	198	-1.3917
chr6	11100000	186	-1.13826
chr6	11150000	147	-1.43716
chr6	11200000	139	-1.46984
chr6	11250000	274	-1.37083
chr6	11300000	231	-1.41386
chr6	11350000	248	-1.30104
chr6	11400000	245	-0.708178
chr6	11450000	212	-0.795596
chr6	11500000	260	-1.26484
chr6	11550000	238	-1.40169
chr6	11600000	301	-1.11796
chr6	11650000	273	-1.51051
chr6	11700000	195	-0.956888
chr6	11750000	291	-1.1863
chr6	11800000	498	-1.21766
chr6	11850000	197	-1.1266
chr6	11900000	482	-1.48688
chr6	11950000	702	-1.40325
chr6	12000000	485	-1.48968
chr6	12050000	316	-1.59239
chr6	12100000	229	-1.2949
chr6	12150000	222	-1.35673
chr6	12200000	263	-1.36356
chr6	12250000	248	-1.30815
chr6	12300000	405	-1.46493
chr6	12350000	211	-1.44075
chr6	12400000	707	-1.38392
chr6	12450000	270	-1.37717
chr6	12500000	304	-1.40774
chr6	12550000	172	-1.5955
chr6	12600000	207	-1.47874
chr6	12650000	351	-1.35937
chr6	12700000	195	-1.31462
chr6	12750000	236	-1.10509
chr6	12800000	184	-1.21198
chr6	12850000	407	-1.4577
chr6	12900000	386	-1.4928
chr6	12950000	199	-1.40392
chr6	13000000	326	-1.29973
chr6	13050000	303	-1.39109
chr6	13100000	302	-1.53265
chr6	13150000	197	-1.6263
chr6	13200000	407	-1.31221
chr6	13250000	593	-1.53427
chr6	13300000	260	-1.48226
chr6	13350000	528	-1.40673
chr6	13400000	300	-1.23595
chr6	13450000	641	-1.1884
chr6	13500000	429	-1.34091
chr6	13550000	434	-1.40067
chr6	13600000	408	-1.35335
chr6	13650000	305	-1.3006
chr6	13700000	473	-1.45078
chr6	13750000	222	-1.31914
chr6	13800000	535	-1.27368
chr6	13850000	484	-1.31078
chr6	13900000	696	-1.43646
chr6	13950000	309	-1.48005
chr6	14000000	330	-1.24841
chr6	14050000	402	-1.49589
chr6	14100000	251	-1.61201
chr6	14150000	397	-1.32296
chr6	14200000	392	-1.43837
chr6	14250000	524	-1.44844
chr6	14300000	373	-1.38673
chr6	14350000	308	-1.50438
chr6	14400000	211	-1.31072
chr6	14450000	455	-1.3998
chr6	14500000	293	-1.64998
chr6	14550000	793	-1.58339
chr6	14600000	275	-1.50503
chr6	14650000	610	-1.51831
chr6	14700000	333	-1.54872
chr6	14750000	347	-1.33966
chr6	14800000	231	-1.37328
chr6	14850000	441	-1.58937
chr6	14900000	215	-1.26419
chr6	14950000	292	-1.13002
chr6	15000000	207	-1.17015
chr6	15050000	268	-1.38728
chr6	15100000	434	-1.4031
chr6	15150000	424	-0.996946
chr6	15200000	488	-1.23034
chr6	15250000	568	-1.42219
chr6	15300000	129	-1.10121
chr6	15350000	196	-1.47187
chr6	15400000	478	-1.35658
chr6	15450000	329	-1.36303
chr6	15500000	241	-1.56891
chr6	15550000	175	-1.30279
chr6	15600000	295	-1.16565
chr6	15650000	223	-1.60964
chr6	15700000	333	-1.44463
chr6	15750000	186	-1.57858
chr6	15800000	396	-1.21121
chr6	15850000	229	-1.6077
chr6	15900000	210	-1.33586
chr6	15950000	425	-1.38911
chr6	16000000	265	-1.33829
chr6	16050000	335	-1.51797
chr6	16100000	575	-1.2409
chr6	16150000	257	-0.936494
chr6	16200000	208	-0.368458
chr6	16250000	550	-0.919515
chr6	16300000	182	-0.865501
chr6	16350000	304	-1.09503
chr6	16400000	584	-1.40542
chr6	16450000	571	-1.24501
chr6	16500000	309	-1.2044
chr6	16550000	257	-1.25512
chr6	16600000	282	-0.760535
chr6	16650000	554	-1.44971
chr6	16700000	328	-1.41994
chr6	16750000	237	-1.04682
chr6	16800000	190	-1.1391
chr6	16850000	338	-1.24777
chr6	16900000	506	-1.48153
chr6	16950000	303	-1.42921
chr6	17000000	339	-1.29235
chr6	17050000	450	-1.28847
chr6	17100000	276	-0.763673
chr6	17150000	194	-0.749876
chr6	17200000	496	-1.42803
chr6	17250000	408	-1.49859
chr6	17300000	605	-1.4529
chr6	17350000	513	-1.2327
chr6	17400000	276	-1.20029
chr6	17450000	383	-1.26706
chr6	17500000	297	-1.42665
chr6	17550000	403	-1.25691
chr6	17600000	289	-1.25861
chr6	17650000	552	-1.43903
chr6	17700000	253	-1.24142
chr6	17750000	342	-1.44535
chr6	17800000	148	-1.20703
chr6	17850000	267	-1.28056
chr6	17900000	1066	-1.49811
chr6	17950000	592	-1.3479
chr6	18000000	231	-1.34794
chr6	18050000	255	-1.17272
chr6	18100000	420	-1.29685
chr6	18150000	559	-1.34281
chr6	18200000	752	-1.60355
chr6	18250000	624	-1.46103
chr6	18300000	362	-1.55327
chr6	18350000	565	-1.41408
chr6	18400000	391	-1.60767
chr6	18450000	607	-1.31295
chr6	18500000	198	-1.52286
chr6	18550000	360	-1.42217
chr6	18600000	206	-1.59447
chr6	18650000	246	-1.74162
chr6	18700000	839	-1.58512
chr6	18750000	544	-1.49072
chr6	18800000	163	-1.27253
chr6	18850000	343	-1.28824
chr6	18900000	418	-1.49419
chr6	18950000	276	-1.48147
chr6	19000000	359	-1.2997
chr6	19050000	180	-1.45778
chr6	19100000	544	-1.41285
chr6	19150000	521	-1.4284
chr6	19200000	546	-1.47899
chr6	19250000	259	-1.57878
chr6	19300000	375	-1.43388
chr6	19350000	477	-1.40067
chr6	19400000	548	-1.33393
chr6	19450000	392	-1.45196
chr6	19500000	308	-1.47491
chr6	19550000	624	-1.17906
chr6	19600000	353	-1.2599
chr6	19650000	134	-1.40114
chr6	19700000	457	-1.52106
chr6	19750000	415	-1.37493
chr6	19800000	484	-1.33604
chr6	19850000	594	-1.39415
chr6	19900000	395	-1.34335
chr6	19950000	220	-1.43809
chr6	20000000	264	-1.41291
chr6	20050000	472	-1.44745
chr6	20100000	178	-1.47457
chr6	20150000	315	-1.31587
chr6	20200000	335	-1.52073
chr6	20250000	263	-1.50697
chr6	20300000	434	-1.28905
chr6	20350000	381	-1.47884
chr6	20400000	339	-1.48724
chr6	20450000	401	-1.46653
chr6	20500000	446	-1.42932
chr6	20550000	185	-1.46328
chr6	20600000	331	-1.60811
chr6	20650000	399	-0.109361
chr6	20700000	163	-1.39275
chr6	20750000	225	-1.18205
chr6	20800000	293	-1.34109
chr6	20850000	487	-1.37957
chr6	20900000	217	-1.37515
chr6	20950000	128	-0.91469
chr6	21000000	301	-1.48621
chr6	21050000	282	-1.27996
chr6	21100000	314	-1.46812
chr6	21150000	498	-1.69037
chr6	21200000	183	-1.64875
chr6	21250000	484	-1.60774
chr6	21300000	357	-1.30511
chr6	21350000	410	-1.58003
chr6	21400000	254	-1.55207
chr6	21450000	381	-1.72139
chr6	21500000	295	-1.47256
chr6	21550000	453	-1.43554
chr6	21600000	247	-1.59924
chr6	21650000	278	-1.19693
chr6	21700000	303	-1.31995
chr6	21750000	295	-1.02741
chr6	21800000	457	-1.48503
chr6	21850000	155	-1.68982
chr6	21900000	661	-1.29312
chr6	21950000	412	-1.65998
chr6	22000000	444	-1.65831
chr6	22050000	318	-1.58472
chr6	22100000	735	-1.32006
chr6	22150000	383	-1.46065
chr6	22200000	218	-1.45075
chr6	22250000	132	-1.89267
chr6	22300000	72	-1.23049
chr6	22350000	497	-1.34917
chr6	22400000	458	-1.38872
chr6	22450000	202	-1.43798
chr6	22500000	435	-1.33625
chr6	22550000	582	-1.46484
chr6	22600000	666	-1.38766
chr6	22650000	335	-1.423
chr6	22700000	580	-1.34524
chr6	22750000	360	-1.4624
chr6	22800000	396	-1.38898
chr6	22850000	609	-1.47171
chr6	22900000	768	-1.34571
chr6	22950000	233	-1.21121
chr6	23000000	340	-1.32872
chr6	23050000	357	-1.53559
chr6	23100000	182	-1.61422
chr6	23150000	270	-1.39634
chr6	23200000	490	-1.09037
chr6	23250000	315	-0.893534
chr6	23300000	587	-1.25614
chr6	23350000	797	-1.32857
chr6	23400000	434	-1.34432
chr6	23450000	263	-1.15733
chr6	23500000	303	-1.40339
chr6	23550000	310	-1.32846
chr6	23600000	404	-1.28975
chr6	23650000	515	-1.43838
chr6	23700000	544	-1.3345
chr6	23750000	386	-1.25831
chr6	23800000	89	-0.912423
chr6	23850000	111	-1.6064
chr6	23900000	360	-1.42193
chr6	23950000	291	-1.56086
chr6	24000000	593	-2.13451
chr6	24050000	838	-2.26937
chr6	24100000	837	-1.96713
chr6	24150000	724	-0.0620156
chr6	24200000	647	-0.0357777
chr6	24250000	508	0.0911236
chr6	24300000	423	-0.560922
chr6	24350000	522	-0.437516
chr6	24400000	660	-1.51095
chr6	24450000	212	-1.43446
chr6	24500000	254	-1.2572
chr6	24550000	55	-1.4855
chr6	24600000	324	-1.42667
chr6	24650000	538	-1.60006
chr6	24700000	905	-1.38985
chr6	24750000	1034	-1.28419
chr6	24800000	767	-1.29772
chr6	24850000	648	-1.13934
chr6	24900000	527	0.395888
chr6	24950000	463	0.0832238
chr6	25000000	709	1.15101
chr6	25050000	328	4.03735
chr6	25100000	264	0.877376
chr6	25150000	242	2.63325
chr6	25200000	535	0.769682
chr6	25250000	708	-1.47953
chr6	25300000	736	-0.948546
chr6	25350000	965	-1.2078
chr6	25400000	1079	-1.20912
chr6	25450000	968	-1.07767
chr6	25500000	811	-1.25016
chr6	25550000	807	-1.06848
chr6	25600000	604	-1.01036
chr6	25650000	601	-1.41066
chr6	25700000	264	-1.15118
chr6	25750000	653	-1.47679
chr6	25800000	872	-1.45682
chr6	25850000	862	-1.41789
chr6	25900000	840	-1.41702
chr6	25950000	799	-1.32676
chr6	26000000	588	-1.24245
chr6	26050000	921	-1.46346
chr6	26100000	702	-1.23797
chr6	26150000	466	-1.62494
chr6	26200000	771	-1.44562
chr6	26250000	700	-1.35991
chr6	26300000	835	-1.45277
chr6	26350000	643	-1.44701
chr6	26400000	739	-1.60284
chr6	26450000	603	-1.52979
chr6	26500000	628	-1.46091
chr6	26550000	606	-1.46271
chr6	26600000	698	-1.35723
chr6	26650000	498	-1.49873
chr6	26700000	709	-1.35596
chr6	26750000	499	-1.46619
chr6	26800000	538	-1.35829
chr6	26850000	789	-1.4294
chr6	26900000	397	-1.46309
chr6	26950000	675	-1.52183
chr6	27000000	580	-1.56778
chr6	27050000	658	-1.42987
chr6	27100000	728	-1.37035
chr6	27150000	528	-1.42246
chr6	27200000	845	-1.20405
chr6	27250000	602	-1.33367
chr6	27300000	452	-1.36408
chr6	27350000	558	-1.27076
chr6	27400000	682	-1.47962
chr6	27450000	826	-1.31476
chr6	27500000	61	-1.10298
chr6	27550000	205	0.76438
chr6	27600000	245	1.02393
chr6	27650000	388	0.897306
chr6	27700000	407	1.05422
chr6	27750000	325	1.24006
chr6	27800000	503	-0.470243
chr6	27850000	517	-0.0536805
chr6	27900000	374	-0.107487
chr6	27950000	548	1.73203
chr6	28000000	521	1.99583
chr6	28050000	337	0.622167
chr6	28100000	344	-1.14841
chr6	28150000	265	-1.46702
chr6	28200000	476	-1.31906
chr6	28250000	316	-1.42781
chr6	28300000	377	-1.1711
chr6	28350000	794	-1.30148
chr6	28400000	757	-1.62314
chr6	28450000	282	-1.42759
chr6	28500000	865	-1.37589
chr6	28550000	896	-1.22523
chr6	28600000	454	-1.42654
chr6	28650000	513	-1.3779
chr6	28700000	414	-1.32591
chr6	28750000	596	-1.59289
chr6	28800000	624	-1.10057
chr6	28850000	662	-1.51097
chr6	28900000	521	-1.4114
chr6	28950000	605	-1.36153
chr6	29000000	544	-1.42514
chr6	29050000	412	-1.39627
chr6	29100000	804	-1.4181
chr6	29150000	814	-1.28803
chr6	29200000	767	-1.17401
chr6	29250000	897	-1.30034
chr6	29300000	259	0.11161
chr6	29350000	337	0.850915
chr6	29400000	417	1.14152
chr6	29450000	299	1.28952
chr6	29500000	572	-0.0983026
chr6	29550000	485	1.50535
chr6	29600000	518	-0.0819324
chr6	29650000	235	0.930868
chr6	29700000	397	-0.256561
chr6	29750000	137	-1.04335
chr6	29800000	50	-0.938736
chr6	29850000	56	-1.03661
chr6	29900000	22	-0.872256
chr6	29950000	25	-0.995093
chr6	30000000	56	-0.544036
chr6	30050000	121	-1.11893
chr6	30100000	13	-1.22584
chr6	30150000	0	nan
chr6	30200000	0	nan
chr6	30250000	0	nan
chr6	30300000	0	nan
chr6	30350000	44	-0.986875
chr6	30400000	32	-1.08639
chr6	30450000	76	-1.16195
chr6	30500000	0	nan
chr6	30550000	0	nan
chr6	30600000	21	-1.32158
chr6	30650000	112	-1.31458
chr6	30700000	54	-1.49844
chr6	30750000	59	-1.26916
chr6	30800000	193	-1.02654
chr6	30850000	65	-1.28402
chr6	30900000	97	-0.735076
chr6	30950000	126	-1.28178
chr6	31000000	261	-1.12392
chr6	31050000	129	-1.17441
chr6	31100000	56	-1.45871
chr6	31150000	0	nan
chr6	31200000	51	-1.33962
chr6	31250000	27	-1.38425
chr6	31300000	0	nan
chr6	31350000	257	-1.12568
chr6	31400000	253	-1.3408
chr6	31450000	223	0.596481
chr6	31500000	326	0.762068
chr6	31550000	422	0.186699
chr6	31600000	330	1.60941
chr6	31650000	491	0.757168
chr6	31700000	554	0.310011
chr6	31750000	544	-0.405527
chr6	31800000	382	0.156026
chr6	31850000	346	1.53404
chr6	31900000	431	0.809057
chr6	31950000	104	-0.834181
chr6	32000000	369	-0.149013
chr6	32050000	664	0.241403
chr6	32100000	544	0.130416
chr6	32150000	283	-1.2057
chr6	32200000	164	-0.961065
chr6	32250000	421	-0.686049
chr6	32300000	429	-0.934629
chr6	32350000	251	0.523655
chr6	32400000	584	-0.0314085
chr6	32450000	460	-0.00429437
chr6	32500000	530	-0.129208
chr6	32550000	549	0.227285
chr6	32600000	624	-0.249072
chr6	32650000	297	1.79429
chr6	32700000	403	0.067375
chr6	32750000	527	-0.0514209
chr6	32800000	329	0.879358
chr6	32850000	359	-0.22714
chr6	32900000	418	0.413469
chr6	32950000	440	0.848113
chr6	33000000	466	0.572823
chr6	33050000	474	0.557073
chr6	33100000	695	-0.5876
chr6	33150000	424	1.15591
chr6	33200000	492	0.255071
chr6	33250000	383	0.342445
chr6	33300000	506	-0.209345
chr6	33350000	548	0.264352
chr6	33400000	524	0.41696
chr6	33450000	491	0.849396
chr6	33500000	586	-0.128391
chr6	33550000	691	2.19363
chr6	33600000	379	1.27447
chr6	33650000	435	3.86654
chr6	33700000	601	2.57966
chr6	33750000	504	3.07317
chr6	33800000	707	1.47262
chr6	33850000	235	1.8119
chr6	33900000	117	-0.928245
chr6	33950000	640	2.21792
chr6	34000000	553	2.7871
chr6	34050000	687	2.4186
chr6	34100000	851	0.220214
chr6	34150000	105	-0.764241
chr6	34200000	598	1.35804
chr6	34250000	381	0.959989
chr6	34300000	515	2.17679
chr6	34350000	676	3.06199
chr6	34400000	413	1.74156
chr6	34450000	918	1.61627
chr6	34500000	825	0.666941
chr6	34550000	392	1.26053
chr6	34600000	595	0.940081
chr6	34650000	441	1.57639
chr6	34700000	629	2.98451
chr6	34750000	332	1.04388
chr6	34800000	472	1.93733
chr6	34850000	133	2.14242
chr6	34900000	204	-0.376201
chr6	34950000	170	0.780997
chr6	35000000	72	2.56741
chr6	35050000	164	1.11849
chr6	35100000	275	0.744456
chr6	35150000	577	2.05385
chr6	35200000	722	1.29724
chr6	35250000	589	1.79539
chr6	35300000	722	1.2168
chr6	35350000	861	1.26585
chr6	35400000	571	0.624329
chr6	35450000	474	1.60729
chr6	35500000	797	-0.117353
chr6	35550000	492	1.34661
chr6	35600000	759	1.87726
chr6	35650000	587	2.88431
chr6	35700000	626	2.01824
chr6	35750000	553	2.20677
chr6	35800000	202	1.27004
chr6	35850000	107	0.633124
chr6	35900000	304	-1.2582
chr6	35950000	201	-1.40712
chr6	36000000	153	-1.25779
chr6	36050000	442	-1.19122
chr6	36100000	209	-1.13211
chr6	36150000	325	-1.23717
chr6	36200000	112	-1.09483
chr6	36250000	247	-1.03988
chr6	36300000	323	-1.3847
chr6	36350000	261	-1.09163
chr6	36400000	179	-1.11054
chr6	36450000	72	-0.869085
chr6	36500000	264	-1.33071
chr6	36550000	6	-1.26767
chr6	36600000	298	-1.46658
chr6	36650000	139	-1.40907
chr6	36700000	282	-1.11749
chr6	36750000	198	1.04195
chr6	36800000	487	-1.01927
chr6	36850000	51	-0.00404046
chr6	36900000	250	-0.986869
chr6	36950000	20	-0.655838
chr6	37000000	279	3.28302
chr6	37050000	167	0.640313
chr6	37100000	275	-1.34043
chr6	37150000	382	1.33182
chr6	37200000	358	2.38581
chr6	37250000	919	1.18519
chr6	37300000	418	2.31876
chr6	37350000	376	2.04791
chr6	37400000	740	1.12503
chr6	37450000	240	-0.958891
chr6	37500000	114	-1.06186
chr6	37550000	61	-1.25046
chr6	37600000	321	-1.53358
chr6	37650000	281	-1.40022
chr6	37700000	434	-1.50218
chr6	37750000	12	-0.843658
chr6	37800000	328	-1.44802
chr6	37850000	232	-1.41057
chr6	37900000	515	-1.32049
chr6	37950000	458	-1.5175
chr6	38000000	441	-1.30694
chr6	38050000	354	-1.03301
chr6	38100000	217	-1.41053
chr6	38150000	468	-1.13959
chr6	38200000	175	-0.773575
chr6	38250000	328	-1.21581
chr6	38300000	281	-0.758769
chr6	38350000	320	-1.35916
chr6	38400000	528	-0.89346
chr6	38450000	711	-1.18396
chr6	38500000	485	-1.04224
chr6	38550000	418	-1.26293
chr6	38600000	465	-1.04456
chr6	38650000	279	-0.313498
chr6	38700000	282	-0.0515477
chr6	38750000	523	-0.555717
chr6	38800000	387	-1.01841
chr6	38850000	739	-0.196055
chr6	38900000	641	3.63208
chr6	38950000	613	1.65989
chr6	39000000	626	2.66623
chr6	39050000	684	0.918041
chr6	39100000	716	2.29236
chr6	39150000	866	-0.357725
chr6	39200000	171	-1.41562
chr6	39250000	529	-1.57403
chr6	39300000	597	-1.3564
chr6	39350000	867	-1.45976
chr6	39400000	481	-1.25322
chr6	39450000	689	-1.47277
chr6	39500000	352	-1.42722
chr6	39550000	361	-1.34496
chr6	39600000	660	-1.62081
chr6	39650000	385	-0.768597
chr6	39700000	238	-1.23626
chr6	39750000	372	-1.28666
chr6	39800000	271	-1.48497
chr6	39850000	217	-1.05125
chr6	39900000	252	-1.03954
chr6	39950000	374	-1.2077
chr6	40000000	680	-1.42438
chr6	40050000	127	-0.827341
chr6	40100000	548	-1.32142
chr6	40150000	346	-0.856665
chr6	40200000	513	-0.970886
chr6	40250000	306	-1.47827
chr6	40300000	248	-1.39975
chr6	40350000	256	-1.26721
chr6	40400000	315	-1.29702
chr6	40450000	313	-1.36703
chr6	40500000	222	-1.3253
chr6	40550000	1003	-1.38755
chr6	40600000	386	-1.38089
chr6	40650000	363	-1.41528
chr6	40700000	543	-1.4474
chr6	40750000	363	-1.6432
chr6	40800000	666	-1.40884
chr6	40850000	124	-1.42641
chr6	40900000	337	-1.45142
chr6	40950000	211	-1.25658
chr6	41000000	406	-1.46878
chr6	41050000	593	-1.1546
chr6	41100000	595	-1.32343
chr6	41150000	176	-0.943583
chr6	41200000	225	-1.17517
chr6	41250000	283	-1.24917
chr6	41300000	220	-1.29913
chr6	41350000	211	-1.07243
chr6	41400000	396	-1.33295
chr6	41450000	206	-1.07469
chr6	41500000	43	-1.40145
chr6	41550000	313	-1.22655
chr6	41600000	252	-0.675191
chr6	41650000	472	-1.2306
chr6	41700000	360	-1.25523
chr6	41750000	342	-1.29352
chr6	41800000	564	-1.35983
chr6	41850000	481	-1.39237
chr6	41900000	424	-1.30065
chr6	41950000	245	-1.14653
chr6	42000000	219	-0.791955
chr6	42050000	704	-1.06184
chr6	42100000	301	-1.30256
chr6	42150000	361	-1.03182
chr6	42200000	382	-1.19215
chr6	42250000	467	-1.43338
chr6	42300000	163	-1.39821
chr6	42350000	425	-1.27745
chr6	42400000	606	-1.48946
chr6	42450000	712	-1.25239
chr6	42500000	602	-1.05254
chr6	42550000	738	-1.20857
chr6	42600000	513	-1.10625
chr6	42650000	452	-1.2015
chr6	42700000	551	-1.30044
chr6	42750000	307	-0.781199
chr6	42800000	432	-0.932654
chr6	42850000	290	-1.06632
chr6	42900000	489	-1.21677
chr6	42950000	272	-1.13182
chr6	43000000	376	-1.13864
chr6	43050000	446	-0.633965
chr6	43100000	483	-0.199044
chr6	43150000	657	-0.837679
chr6	43200000	367	-1.14529
chr6	43250000	327	-1.15874
chr6	43300000	566	-1.3593
chr6	43350000	397	-1.68309
chr6	43400000	623	-1.54432
chr6	43450000	817	-1.49253
chr6	43500000	326	-1.35327
chr6	43550000	467	-1.61305
chr6	43600000	311	-1.51034
chr6	43650000	172	-1.23777
chr6	43700000	317	-1.32068
chr6	43750000	633	-1.36117
chr6	43800000	238	-1.55897
chr6	43850000	167	-1.41012
chr6	43900000	370	-1.41316
chr6	43950000	472	-1.28225
