CHROM	BIN_START	N_SNPS	TajimaD
chr6	6600000	137	1.79255
chr6	6650000	97	-1.20514
chr6	6700000	140	1.75487
chr6	6750000	146	1.90474
chr6	6800000	308	1.51681
chr6	6850000	436	1.57991
chr6	6900000	317	0.674556
chr6	6950000	278	0.238853
chr6	7000000	293	0.855883
chr6	7050000	278	1.4487
chr6	7100000	217	2.86427
chr6	7150000	292	0.774436
chr6	7200000	221	-0.721928
chr6	7250000	247	0.0973695
chr6	7300000	262	0.760934
chr6	7350000	269	1.13372
chr6	7400000	405	0.394576
chr6	7450000	326	-0.750278
chr6	7500000	306	0.528952
chr6	7550000	416	0.347594
chr6	7600000	262	0.504264
chr6	7650000	227	-0.103982
chr6	7700000	298	1.98947
chr6	7750000	290	0.877677
chr6	7800000	641	0.680713
chr6	7850000	382	1.31779
chr6	7900000	302	-0.233464
chr6	7950000	258	1.43646
chr6	8000000	342	1.41685
chr6	8050000	321	0.281775
chr6	8100000	332	0.384219
chr6	8150000	457	1.16866
chr6	8200000	162	-0.315063
chr6	8250000	470	-0.111086
chr6	8300000	341	0.183449
chr6	8350000	483	0.745226
chr6	8400000	443	0.0090631
chr6	8450000	436	0.098705
chr6	8500000	416	1.58577
chr6	8550000	392	1.56897
chr6	8600000	354	1.35007
chr6	8650000	591	0.844693
chr6	8700000	330	-1.19575
chr6	8750000	120	-0.991565
chr6	8800000	343	0.741341
chr6	8850000	299	1.30851
chr6	8900000	429	2.41171
chr6	8950000	394	0.0975872
chr6	9000000	161	-0.535758
chr6	9050000	104	-0.932504
chr6	9100000	212	1.44456
chr6	9150000	126	-0.735811
chr6	9200000	231	-0.9375
chr6	9250000	204	-0.688991
chr6	9300000	59	-0.507823
chr6	9350000	122	-0.491997
chr6	9400000	110	0.285899
chr6	9450000	67	-1.58293
chr6	9500000	92	-0.718351
chr6	9550000	210	-0.402503
chr6	9600000	148	0.179969
chr6	9650000	176	0.190641
chr6	9700000	261	0.295331
chr6	9750000	99	-0.0549787
chr6	9800000	130	-0.0327208
chr6	9850000	257	-0.642849
chr6	9900000	468	1.84858
chr6	9950000	393	-0.506252
chr6	10000000	344	-0.600506
chr6	10050000	156	-1.51915
chr6	10100000	170	-0.581045
chr6	10150000	467	0.733992
chr6	10200000	300	2.53541
chr6	10250000	385	1.80572
chr6	10300000	393	2.13581
chr6	10350000	157	-0.557489
chr6	10400000	92	-0.266248
chr6	10450000	179	0.131058
chr6	10500000	140	-1.20919
chr6	10550000	168	-1.06072
chr6	10600000	146	-0.747913
chr6	10650000	156	-0.286621
chr6	10700000	272	-1.13401
chr6	10750000	182	-0.761146
chr6	10800000	231	-0.409247
chr6	10850000	115	-0.775059
chr6	10900000	195	-1.08297
chr6	10950000	139	-0.405938
chr6	11000000	197	-0.875991
chr6	11050000	270	1.26413
chr6	11100000	156	-0.564969
chr6	11150000	163	-0.732681
chr6	11200000	112	0.179664
chr6	11250000	208	-1.06046
chr6	11300000	181	-0.139924
chr6	11350000	239	-0.240748
chr6	11400000	428	0.260141
chr6	11450000	424	0.641665
chr6	11500000	470	1.12818
chr6	11550000	399	1.59097
chr6	11600000	164	-1.09207
chr6	11650000	235	0.035652
chr6	11700000	263	2.08545
chr6	11750000	158	-1.24077
chr6	11800000	288	-0.91338
chr6	11850000	311	0.598116
chr6	11900000	514	0.583418
chr6	11950000	504	-0.332585
chr6	12000000	533	1.01884
chr6	12050000	616	1.23309
chr6	12100000	245	0.284503
chr6	12150000	360	0.65071
chr6	12200000	161	-1.06946
chr6	12250000	134	-0.91779
chr6	12300000	303	-0.280056
chr6	12350000	240	0.0576481
chr6	12400000	476	-0.41897
chr6	12450000	266	0.279663
chr6	12500000	230	0.449908
chr6	12550000	232	1.69543
chr6	12600000	260	-0.280504
chr6	12650000	239	-0.806432
chr6	12700000	153	-0.145392
chr6	12750000	118	0.0577094
chr6	12800000	90	0.0266489
chr6	12850000	198	-0.680686
chr6	12900000	483	0.855565
chr6	12950000	457	1.88435
chr6	13000000	491	1.61625
chr6	13050000	408	0.579722
chr6	13100000	300	0.430988
chr6	13150000	347	1.27533
chr6	13200000	175	-0.8503
chr6	13250000	321	-1.14752
chr6	13300000	160	-0.819587
chr6	13350000	263	-0.520536
chr6	13400000	318	1.49535
chr6	13450000	682	1.88817
chr6	13500000	267	-1.06714
chr6	13550000	258	-1.04636
chr6	13600000	240	-1.20234
chr6	13650000	226	-0.68379
chr6	13700000	312	-0.109943
chr6	13750000	272	-0.143942
chr6	13800000	389	-0.608045
chr6	13850000	377	-0.454687
chr6	13900000	337	-1.29672
chr6	13950000	168	-0.790394
chr6	14000000	288	-0.190133
chr6	14050000	170	-0.650242
chr6	14100000	108	-0.255986
chr6	14150000	208	0.191464
chr6	14200000	574	1.63931
chr6	14250000	461	0.924937
chr6	14300000	399	1.36263
chr6	14350000	476	2.02676
chr6	14400000	393	1.94448
chr6	14450000	473	0.941611
chr6	14500000	426	2.06332
chr6	14550000	563	0.453135
chr6	14600000	423	2.07175
chr6	14650000	431	0.512774
chr6	14700000	353	0.487775
chr6	14750000	348	-0.164305
chr6	14800000	279	0.817568
chr6	14850000	348	-0.375211
chr6	14900000	262	0.730602
chr6	14950000	375	0.629238
chr6	15000000	257	0.4928
chr6	15050000	334	1.69512
chr6	15100000	256	-1.15803
chr6	15150000	255	-1.08351
chr6	15200000	308	-0.860719
chr6	15250000	331	-0.872018
chr6	15300000	51	-0.900037
chr6	15350000	120	-0.753006
chr6	15400000	296	-0.852995
chr6	15450000	178	-1.0259
chr6	15500000	140	-1.05449
chr6	15550000	101	-0.418124
chr6	15600000	201	-0.976363
chr6	15650000	127	-1.13402
chr6	15700000	200	-0.859769
chr6	15750000	121	-0.682133
chr6	15800000	253	-1.01924
chr6	15850000	114	-1.23215
chr6	15900000	137	-0.783265
chr6	15950000	242	-1.28747
chr6	16000000	180	-0.809616
chr6	16050000	208	-0.911474
chr6	16100000	385	-1.21666
chr6	16150000	164	-1.18296
chr6	16200000	104	-0.80719
chr6	16250000	308	-0.975724
chr6	16300000	113	-0.96073
chr6	16350000	417	1.16299
chr6	16400000	527	0.367869
chr6	16450000	322	-1.05261
chr6	16500000	408	1.04978
chr6	16550000	238	0.583612
chr6	16600000	162	-0.95057
chr6	16650000	302	-1.29077
chr6	16700000	171	-1.22265
chr6	16750000	97	-1.04249
chr6	16800000	128	0.0187648
chr6	16850000	177	-1.27343
chr6	16900000	273	-0.883407
chr6	16950000	193	-0.38427
chr6	17000000	204	-0.9108
chr6	17050000	283	-1.04157
chr6	17100000	126	-1.3698
chr6	17150000	97	-0.905355
chr6	17200000	244	-0.866997
chr6	17250000	221	0.179245
chr6	17300000	343	-1.39715
chr6	17350000	443	0.487339
chr6	17400000	290	0.294512
chr6	17450000	340	0.0991076
chr6	17500000	203	-0.92966
chr6	17550000	221	-1.16977
chr6	17600000	182	-0.528633
chr6	17650000	331	-1.21136
chr6	17700000	185	-0.177103
chr6	17750000	160	-0.788119
chr6	17800000	79	-0.640545
chr6	17850000	162	-0.707837
chr6	17900000	607	-1.19645
chr6	17950000	340	-1.24064
chr6	18000000	182	-1.30037
chr6	18050000	135	-1.41978
chr6	18100000	368	-1.66631
chr6	18150000	366	-1.36861
chr6	18200000	487	-1.46773
chr6	18250000	485	-1.1082
chr6	18300000	460	0.642813
chr6	18350000	578	0.0986799
chr6	18400000	434	0.301525
chr6	18450000	402	-0.906177
chr6	18500000	103	-1.3479
chr6	18550000	394	0.201973
chr6	18600000	471	2.23688
chr6	18650000	374	1.61761
chr6	18700000	622	0.329071
chr6	18750000	687	1.85823
chr6	18800000	392	2.42998
chr6	18850000	401	1.28784
chr6	18900000	346	-0.193686
chr6	18950000	274	-0.422878
chr6	19000000	330	0.652514
chr6	19050000	191	1.48633
chr6	19100000	366	-0.371992
chr6	19150000	328	-0.504724
chr6	19200000	438	-0.0145413
chr6	19250000	270	0.745463
chr6	19300000	264	-0.375708
chr6	19350000	356	-0.288598
chr6	19400000	429	-0.10525
chr6	19450000	425	0.837026
chr6	19500000	418	1.58572
chr6	19550000	608	-0.0454363
chr6	19600000	268	-0.3613
chr6	19650000	102	-0.451938
chr6	19700000	232	-1.05537
chr6	19750000	247	-0.958402
chr6	19800000	277	-0.681286
chr6	19850000	352	-0.802503
chr6	19900000	520	1.52159
chr6	19950000	281	1.37263
chr6	20000000	527	2.09339
chr6	20050000	740	1.78929
chr6	20100000	173	0.372678
chr6	20150000	257	-0.479987
chr6	20200000	191	-0.700399
chr6	20250000	373	-0.0771899
chr6	20300000	326	-0.789378
chr6	20350000	458	-0.422393
chr6	20400000	314	-0.367335
chr6	20450000	187	-0.754687
chr6	20500000	235	-0.601875
chr6	20550000	111	-0.867039
chr6	20600000	193	-0.879749
chr6	20650000	212	-0.972085
chr6	20700000	96	-0.914599
chr6	20750000	135	-0.833523
chr6	20800000	186	-1.00226
chr6	20850000	281	-1.08951
chr6	20900000	119	-0.812159
chr6	20950000	66	-0.7378
chr6	21000000	227	-0.962919
chr6	21050000	230	-0.536923
chr6	21100000	296	-0.569635
chr6	21150000	397	-0.769247
chr6	21200000	359	1.5004
chr6	21250000	718	1.60305
chr6	21300000	500	1.05052
chr6	21350000	721	1.94045
chr6	21400000	470	1.83376
chr6	21450000	602	1.60589
chr6	21500000	501	1.61121
chr6	21550000	423	0.248713
chr6	21600000	403	0.212138
chr6	21650000	372	0.711834
chr6	21700000	369	0.514378
chr6	21750000	350	0.991438
chr6	21800000	560	0.295873
chr6	21850000	332	-0.0759363
chr6	21900000	301	-0.397089
chr6	21950000	277	0.176325
chr6	22000000	352	0.478759
chr6	22050000	278	0.890774
chr6	22100000	398	-0.562051
chr6	22150000	343	-0.0212135
chr6	22200000	304	-0.225902
chr6	22250000	432	0.173242
chr6	22300000	101	-0.279463
chr6	22350000	502	-0.478774
chr6	22400000	458	-0.299041
chr6	22450000	348	0.364275
chr6	22500000	519	0.0430717
chr6	22550000	531	-0.064473
chr6	22600000	494	-0.717684
chr6	22650000	462	-0.366475
chr6	22700000	349	-1.19055
chr6	22750000	412	-0.431876
chr6	22800000	423	-0.163545
chr6	22850000	556	0.00593442
chr6	22900000	501	-0.862305
chr6	22950000	203	-0.249728
chr6	23000000	264	-0.137345
chr6	23050000	612	0.237866
chr6	23100000	384	0.29431
chr6	23150000	278	0.405435
chr6	23200000	293	0.00211488
chr6	23250000	242	-0.159168
chr6	23300000	526	0.405263
chr6	23350000	560	0.479524
chr6	23400000	365	0.036175
chr6	23450000	329	0.567866
chr6	23500000	195	-0.664908
chr6	23550000	214	-1.39918
chr6	23600000	510	-0.582352
chr6	23650000	365	-0.455398
chr6	23700000	272	-1.1942
chr6	23750000	540	1.4367
chr6	23800000	86	1.13958
chr6	23850000	227	2.25373
chr6	23900000	493	1.86794
chr6	23950000	485	1.41356
chr6	24000000	550	-1.0187
chr6	24050000	781	-1.30138
chr6	24100000	754	-1.09287
chr6	24150000	204	-0.689422
chr6	24200000	196	-0.85184
chr6	24250000	117	-1.07005
chr6	24300000	127	-0.842489
chr6	24350000	199	-0.662201
chr6	24400000	246	-1.42296
chr6	24450000	113	-0.806831
chr6	24500000	129	-1.2019
chr6	24550000	27	-1.35389
chr6	24600000	182	-1.50524
chr6	24650000	388	-0.547799
chr6	24700000	475	-1.7281
chr6	24750000	635	-2.19996
chr6	24800000	500	-2.30858
chr6	24850000	366	-1.65883
chr6	24900000	375	-2.25268
chr6	24950000	255	-1.79649
chr6	25000000	280	-1.1011
chr6	25050000	71	-0.88583
chr6	25100000	212	0.150366
chr6	25150000	187	1.04735
chr6	25200000	163	0.294192
chr6	25250000	260	0.96893
chr6	25300000	139	0.388926
chr6	25350000	351	-0.0699258
chr6	25400000	426	0.307277
chr6	25450000	171	0.254838
chr6	25500000	320	0.709324
chr6	25550000	305	0.192641
chr6	25600000	149	-0.296976
chr6	25650000	221	-0.604879
chr6	25700000	126	-0.63236
chr6	25750000	223	-1.17666
chr6	25800000	411	-1.02886
chr6	25850000	383	-1.2963
chr6	25900000	350	-1.23239
chr6	25950000	187	-1.5043
chr6	26000000	190	-0.525655
chr6	26050000	458	-1.16613
chr6	26100000	172	-0.956843
chr6	26150000	89	-0.715619
chr6	26200000	176	-1.06981
chr6	26250000	305	-0.464438
chr6	26300000	605	-0.557254
chr6	26350000	495	-0.176954
chr6	26400000	561	-0.363025
chr6	26450000	385	-0.715095
chr6	26500000	454	-0.498466
chr6	26550000	407	-0.626513
chr6	26600000	504	-0.662044
chr6	26650000	414	-0.131914
chr6	26700000	467	-0.538607
chr6	26750000	284	-0.569539
chr6	26800000	383	-0.0895016
chr6	26850000	612	-0.22431
chr6	26900000	314	-0.163626
chr6	26950000	559	-0.214497
chr6	27000000	480	-0.291943
chr6	27050000	532	-0.452159
chr6	27100000	515	-0.647275
chr6	27150000	270	-0.850363
chr6	27200000	107	-1.33492
chr6	27250000	117	0.084866
chr6	27300000	141	-1.12458
chr6	27350000	194	-0.440571
chr6	27400000	71	-1.58102
chr6	27450000	173	-1.64835
chr6	27500000	10	1.97486
chr6	27550000	39	-0.424163
chr6	27600000	46	-0.108313
chr6	27650000	79	-0.888474
chr6	27700000	80	-0.5546
chr6	27750000	68	-1.60272
chr6	27800000	132	-1.06274
chr6	27850000	148	-0.975544
chr6	27900000	115	-1.06955
chr6	27950000	116	-1.09263
chr6	28000000	111	-1.4077
chr6	28050000	87	-0.879277
chr6	28100000	83	-1.2815
chr6	28150000	76	-0.985853
chr6	28200000	165	-1.40212
chr6	28250000	104	-1.05324
chr6	28300000	214	0.924822
chr6	28350000	205	-0.843209
chr6	28400000	144	-1.19837
chr6	28450000	58	0.0401234
chr6	28500000	170	-1.19124
chr6	28550000	205	-1.17154
chr6	28600000	99	-1.36092
chr6	28650000	100	-1.00916
chr6	28700000	84	-1.39225
chr6	28750000	38	0.287099
chr6	28800000	161	-1.5831
chr6	28850000	148	-1.22032
chr6	28900000	193	-0.457062
chr6	28950000	153	-1.73195
chr6	29000000	135	-0.592597
chr6	29050000	129	-0.336174
chr6	29100000	90	-1.34099
chr6	29150000	114	-0.693755
chr6	29200000	221	-0.391068
chr6	29250000	228	-0.987873
chr6	29300000	64	-1.20303
chr6	29350000	70	-1.22388
chr6	29400000	73	-1.23411
chr6	29450000	101	-0.346475
chr6	29500000	123	-1.40652
chr6	29550000	78	-0.889988
chr6	29600000	134	-0.41867
chr6	29650000	82	-0.349498
chr6	29700000	128	-0.651059
chr6	29750000	52	-0.674389
chr6	29800000	19	-1.15433
chr6	29850000	18	-1.68985
chr6	29900000	10	0.140045
chr6	29950000	7	-0.148102
chr6	30000000	36	2.2257
chr6	30050000	60	-0.0520922
chr6	30100000	7	-0.415546
chr6	30150000	0	nan
chr6	30200000	0	nan
chr6	30250000	0	nan
chr6	30300000	0	nan
chr6	30350000	12	-0.0986579
chr6	30400000	23	1.88318
chr6	30450000	38	-0.480522
chr6	30500000	1	0.722614
chr6	30550000	0	nan
chr6	30600000	7	-0.990061
chr6	30650000	51	-0.140547
chr6	30700000	23	0.353483
chr6	30750000	63	2.23246
chr6	30800000	47	-1.18177
chr6	30850000	20	0.134435
chr6	30900000	35	-1.6218
chr6	30950000	30	-0.391148
chr6	31000000	108	-0.542781
chr6	31050000	23	-0.576241
chr6	31100000	17	-0.863358
chr6	31150000	0	nan
chr6	31200000	26	0.528431
chr6	31250000	10	0.0486306
chr6	31300000	0	nan
chr6	31350000	80	-0.719621
chr6	31400000	98	-1.59962
chr6	31450000	64	-1.19829
chr6	31500000	73	-1.58342
chr6	31550000	78	-0.726716
chr6	31600000	81	0.905674
chr6	31650000	167	-0.898233
chr6	31700000	190	-0.894407
chr6	31750000	173	-0.630671
chr6	31800000	192	-0.573828
chr6	31850000	36	-0.339068
chr6	31900000	47	-0.999982
chr6	31950000	21	-1.5258
chr6	32000000	142	-0.0450424
chr6	32050000	177	-1.28797
chr6	32100000	174	-1.10955
chr6	32150000	106	-1.03275
chr6	32200000	83	0.126342
chr6	32250000	169	-0.909302
chr6	32300000	164	-0.067946
chr6	32350000	176	0.603219
chr6	32400000	105	-1.25553
chr6	32450000	113	-1.30507
chr6	32500000	160	-0.957325
chr6	32550000	124	-1.07743
chr6	32600000	228	-1.04661
chr6	32650000	55	-0.506733
chr6	32700000	101	-1.24747
chr6	32750000	129	-1.40691
chr6	32800000	90	-0.722782
chr6	32850000	96	-0.993426
chr6	32900000	73	-0.626207
chr6	32950000	111	-0.721287
chr6	33000000	153	-0.567574
chr6	33050000	130	-0.301169
chr6	33100000	333	-0.641566
chr6	33150000	109	0.0738
chr6	33200000	264	0.758138
chr6	33250000	220	0.608348
chr6	33300000	169	-0.849755
chr6	33350000	74	-1.5632
chr6	33400000	86	-0.655821
chr6	33450000	104	-1.35148
chr6	33500000	192	-1.28263
chr6	33550000	207	-1.47341
chr6	33600000	145	-0.966673
chr6	33650000	58	-0.656683
chr6	33700000	163	-0.88379
chr6	33750000	128	-0.654603
chr6	33800000	316	-0.901601
chr6	33850000	104	-0.0557777
chr6	33900000	63	-1.2607
chr6	33950000	191	-1.2003
chr6	34000000	143	-0.420159
chr6	34050000	202	-0.787023
chr6	34100000	486	-0.531208
chr6	34150000	85	0.75863
chr6	34200000	256	-0.544884
chr6	34250000	201	-0.732101
chr6	34300000	165	-0.629003
chr6	34350000	219	-1.08656
chr6	34400000	196	-0.484291
chr6	34450000	399	-0.82632
chr6	34500000	418	-0.363025
chr6	34550000	150	-0.623357
chr6	34600000	242	-1.14195
chr6	34650000	187	-0.88908
chr6	34700000	197	-0.82579
chr6	34750000	141	-0.629391
chr6	34800000	185	-0.769326
chr6	34850000	55	-0.46196
chr6	34900000	98	-0.412747
chr6	34950000	80	-0.646164
chr6	35000000	13	-0.250515
chr6	35050000	96	-0.888565
chr6	35100000	134	-0.393549
chr6	35150000	208	-0.912169
chr6	35200000	261	-0.88711
chr6	35250000	306	-0.934729
chr6	35300000	533	-0.728092
chr6	35350000	585	-0.703892
chr6	35400000	393	-1.07359
chr6	35450000	342	-0.543404
chr6	35500000	519	-0.602609
chr6	35550000	309	-0.711851
chr6	35600000	544	-0.781177
chr6	35650000	198	-1.24611
chr6	35700000	222	-1.35678
chr6	35750000	184	-0.892957
chr6	35800000	96	-0.733059
chr6	35850000	69	-0.189883
chr6	35900000	174	-1.07589
chr6	35950000	153	-0.410515
chr6	36000000	98	-0.985984
chr6	36050000	247	-0.655593
chr6	36100000	153	-0.43911
chr6	36150000	188	-1.163
chr6	36200000	69	-0.9053
chr6	36250000	163	-0.666939
chr6	36300000	187	-1.04096
chr6	36350000	175	-0.696744
chr6	36400000	116	-0.577749
chr6	36450000	40	-0.242802
chr6	36500000	155	-0.874025
chr6	36550000	5	2.2965
chr6	36600000	143	-1.29905
chr6	36650000	93	-1.15402
chr6	36700000	183	-1.03279
chr6	36750000	108	-0.612357
chr6	36800000	268	-0.899272
chr6	36850000	32	0.673771
chr6	36900000	147	-1.05635
chr6	36950000	9	-0.316513
chr6	37000000	101	-0.135555
chr6	37050000	88	-0.90754
chr6	37100000	175	-0.459997
chr6	37150000	172	-0.777686
chr6	37200000	111	-0.58342
chr6	37250000	431	-0.749041
chr6	37300000	191	-0.286471
chr6	37350000	136	-0.323943
chr6	37400000	388	-0.865547
chr6	37450000	140	-0.621255
chr6	37500000	60	-1.34441
chr6	37550000	54	0.0107596
chr6	37600000	198	-1.17164
chr6	37650000	186	-0.984346
chr6	37700000	245	-1.40669
chr6	37750000	3	-1.00849
chr6	37800000	188	-1.55139
chr6	37850000	125	-1.02777
chr6	37900000	326	-0.904748
chr6	37950000	221	-1.43126
chr6	38000000	240	-1.10831
chr6	38050000	199	-1.05151
chr6	38100000	146	-0.461826
chr6	38150000	264	-1.18985
chr6	38200000	78	-1.01728
chr6	38250000	208	-0.754024
chr6	38300000	115	-0.870106
chr6	38350000	232	-0.217196
chr6	38400000	230	-1.47513
chr6	38450000	350	-1.19061
chr6	38500000	224	-0.940851
chr6	38550000	183	-0.856266
chr6	38600000	246	-1.37263
chr6	38650000	121	-0.907996
chr6	38700000	86	-0.443748
chr6	38750000	236	-0.845638
chr6	38800000	188	-0.166958
chr6	38850000	341	-1.39057
chr6	38900000	148	-0.501577
chr6	38950000	206	-0.688053
chr6	39000000	173	-0.58655
chr6	39050000	249	-1.32029
chr6	39100000	191	-1.21538
chr6	39150000	358	-1.12948
chr6	39200000	98	-0.228681
chr6	39250000	390	-0.0329125
chr6	39300000	387	-0.314387
chr6	39350000	457	-0.792823
chr6	39400000	294	-0.362254
chr6	39450000	353	-0.353024
chr6	39500000	217	-0.0218065
chr6	39550000	217	-1.15536
chr6	39600000	420	-1.04283
chr6	39650000	188	-0.827558
chr6	39700000	143	-0.754248
chr6	39750000	250	-0.947266
chr6	39800000	144	-1.15959
chr6	39850000	181	-0.179608
chr6	39900000	307	0.878682
chr6	39950000	175	-1.34864
chr6	40000000	407	-1.34124
chr6	40050000	104	0.956084
chr6	40100000	288	-1.50336
chr6	40150000	145	-1.03663
chr6	40200000	267	-1.2493
chr6	40250000	357	0.0159852
chr6	40300000	445	-1.36241
chr6	40350000	330	1.18568
chr6	40400000	260	-0.34547
chr6	40450000	373	0.973604
chr6	40500000	319	0.571181
chr6	40550000	640	-0.468461
chr6	40600000	393	0.232783
chr6	40650000	478	1.33915
chr6	40700000	576	1.25162
chr6	40750000	557	2.06581
chr6	40800000	578	0.788493
chr6	40850000	274	2.1783
chr6	40900000	371	1.63443
chr6	40950000	377	1.76811
chr6	41000000	279	-0.530663
chr6	41050000	312	-0.209589
chr6	41100000	401	0.421784
chr6	41150000	143	1.09521
chr6	41200000	77	-1.16217
chr6	41250000	193	0.85313
chr6	41300000	203	0.696125
chr6	41350000	75	-1.53842
chr6	41400000	202	-1.2317
chr6	41450000	133	-0.718404
chr6	41500000	22	-0.613287
chr6	41550000	139	-0.624842
chr6	41600000	336	2.24208
chr6	41650000	395	-0.136647
chr6	41700000	264	-0.638109
chr6	41750000	344	-1.15701
chr6	41800000	374	-1.49893
chr6	41850000	270	-1.10424
chr6	41900000	303	-1.35936
chr6	41950000	178	-1.38796
chr6	42000000	270	0.123602
chr6	42050000	432	-1.34028
chr6	42100000	412	-1.39316
chr6	42150000	347	0.491508
chr6	42200000	421	0.714487
chr6	42250000	565	1.42934
chr6	42300000	307	1.93511
chr6	42350000	385	0.625538
chr6	42400000	513	0.336605
chr6	42450000	606	0.57842
chr6	42500000	602	0.750711
chr6	42550000	555	0.25911
chr6	42600000	501	1.05389
chr6	42650000	456	0.970237
chr6	42700000	397	0.224612
chr6	42750000	412	1.10763
chr6	42800000	350	0.0106097
chr6	42850000	240	0.269119
chr6	42900000	423	-1.11529
chr6	42950000	366	-0.657983
chr6	43000000	250	-1.10058
chr6	43050000	415	-0.789248
chr6	43100000	369	0.875626
chr6	43150000	542	0.724953
chr6	43200000	334	-1.42909
chr6	43250000	240	0.275385
chr6	43300000	549	0.419342
chr6	43350000	734	1.47368
chr6	43400000	481	0.00473634
chr6	43450000	565	-0.0676049
chr6	43500000	505	1.09856
chr6	43550000	377	0.0531349
chr6	43600000	374	2.04561
chr6	43650000	224	2.451
chr6	43700000	314	0.697958
chr6	43750000	365	-1.38459
chr6	43800000	207	-1.64856
chr6	43850000	107	-1.09569
chr6	43900000	240	-1.30576
chr6	43950000	431	0.473083
chr6	44000000	547	0.816824
chr6	44050000	161	0.268327
chr6	44100000	173	0.638565
chr6	44150000	150	-0.413473
chr6	44200000	272	-1.11712
chr6	44250000	487	-0.988219
chr6	44300000	194	-1.24585
chr6	44350000	336	-0.174387
chr6	44400000	316	-0.435927
chr6	44450000	284	-0.265802
chr6	44500000	235	-1.10852
chr6	44550000	125	-0.599906
